tender_row_nr;tender_id;tender_country;tender_title;tender_size;tender_supplyType;tender_procedureType;tender_nationalProcedureType;tender_mainCpv;tender_cpvs;tender_addressOfImplementation_nuts;tender_year;tender_eligibleBidLanguages;tender_npwp_reasons;tender_awardDeadline;tender_contractSignatureDate;tender_awardDecisionDate;tender_bidDeadline;tender_cancellationDate;tender_estimatedStartDate;tender_estimatedCompletionDate;tender_estimatedDurationInYears;tender_estimatedDurationInMonths;tender_estimatedDurationInDays;tender_isEUFunded;tender_isDps;tender_isElectronicAuction;tender_isAwarded;tender_isCentralProcurement;tender_isJointProcurement;tender_isOnBehalfOf;tender_isFrameworkAgreement;tender_isCoveredByGpa;tender_hasLots;tender_estimatedPrice;tender_estimatedPrice_currency;tender_estimatedPrice_minNetAmount;tender_estimatedPrice_maxNetAmount;tender_estimatedPrice_EUR;tender_finalPrice;tender_finalPrice_currency;tender_finalPrice_minNetAmount;tender_finalPrice_maxNetAmount;tender_finalPrice_EUR;tender_description_length;tender_personalRequirements_length;tender_economicRequirements_length;tender_technicalRequirements_length;tender_documents_count;tender_awardCriteria_count;tender_corrections_count;tender_onBehalfOf_count;tender_lots_count;tender_publications_count;tender_publications_firstCallForTenderDate;tender_publications_lastCallForTenderDate;tender_publications_firstdContractAwardDate;tender_publications_lastContractAwardDate;tender_publications_lastContractAwardUrl;tender_indicator_INTEGRITY_SINGLE_BID;tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION;tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD;tender_indicator_INTEGRITY_PROCEDURE_TYPE;tender_indicator_INTEGRITY_DECISION_PERIOD;tender_indicator_INTEGRITY_TAX_HAVEN;tender_indicator_INTEGRITY_NEW_COMPANY;tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT;tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION;tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA;tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT;tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE;tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES;tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS;tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING;tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING;tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING;tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING;tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING;tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING;tender_indicator_TRANSPARENCY_MARKET_MISSING;tender_indicator_TRANSPARENCY_TITLE_MISSING;tender_indicator_TRANSPARENCY_VALUE_MISSING;tender_indicator_TRANSPARENCY_YEAR_MISSING;tender_indicator_INTEGRITY_WINNER_CA_SHARE;tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS;tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO;tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD;tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO;buyer_row_nr;buyer_buyerType;buyer_mainActivities;buyer_id;buyer_name;buyer_nuts;buyer_city;buyer_country;buyer_postcode;lot_row_nr;lot_title;lot_selectionMethod;lot_status;lot_contractSignatureDate;lot_cancellationDate;lot_isAwarded;lot_estimatedPrice;lot_estimatedPrice_currency;lot_estimatedPrice_minNetAmount;lot_estimatedPrice_maxNetAmount;lot_estimatedPrice_EUR;lot_lotNumber;lot_bidsCount;lot_validBidsCount;lot_smeBidsCount;lot_electronicBidsCount;lot_nonEuMemberStatesCompaniesBidsCount;lot_otherEuMemberStatesCompaniesBidsCount;lot_foreignCompaniesBidsCount;lot_description_length;bid_row_nr;bid_isWinning;bid_isSubcontracted;bid_isConsortium;bid_price;bid_price_currency;bid_price_minNetAmount;bid_price_maxNetAmount;bid_price_EUR;bidder_row_nr;bidder_id;bidder_name;bidder_nuts;bidder_city;bidder_country;bidder_postcode
11;6391ffed-0ea6-4a58-8964-ca295c3d4951;CY;;ABOVE_THE_THRESHOLD;WORKS;RESTRICTED;;31000000;40100000,45250000,31000000;CY;2009;EN,EL;;;;2008/12/03;2008/08/08;;;2010/05/31;;;;no;no;no;;;;no;no;yes;;75000000;EUR;;;75000000;52752800;EUR;;;52752800;;;;;;;;;1;2;2008-01-01;2008-01-01;2009-01-01;2009-01-01;;0;100;100;100;;100;;;0;100;0;100;81.8182;;;;;;;100;;;100;;;100;100;0;100;0;100;100;100;1;PUBLIC_BODY;ELECTRICITY,OTHER,GAS_AND_HEAT_PRODUCTION;EU_body_70e04a081f1c248c6ca192dcf306e0223f1cc022131a9fb23fc2f6d10cf1b1b1;Electricity Authority of Cyprus;;Nicosia;CY;1399;1;;;AWARDED;;;;;;;;;;1;;;;;;;;1;yes;no;;52752800;EUR;;;52752800;1;EU_body_c31632a7ab9ecece893d6b578de5106acc4b1943a9e7ccdc394d3e6b7e5b0e4d;Burmeister & Wain Scandinavian Contractor A/S;;Allenrod;DK;3405
12;66933d97-2772-4308-beae-faab98094345;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;30200000;30200000,30260000,30240000,32410000,50300000,48820000,48000000;CY000;2009;EN,EL;;;;2009/06/25;2008/10/31;;;;;60;1800;no;no;no;;;;yes;no;yes;;964000;EUR;;;964000;846640.75;EUR;;;846640.75;;;;;;1;;;1;2;2008-01-01;2008-01-01;2009-01-01;2009-01-01;;100;100;50;100;;100;;;0;100;0;100;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_e8969762e09a0df896ea9a768d9f37410d77740f25aca28d060291ba4ff0fd09;Τμήμα Υπηρεσιών Πληροφορικής, Υπουργείο Οικονομικών;;Λευκωσία;CY;1446;1;;;AWARDED;;;;;;;;;;4;;;;;;;;1;yes;no;;846640.75;EUR;;;846640.75;1;EU_body_86f7288a6ac4a098549201bd595898a056e20bf72d7b7a7cb9bd6a3a696c2910;IBM Italia S.p.A, Cyprus Branch;CY000;Λευκωσία;CY;1080
13;469773f5-0f79-4695-8699-43a1061e9078;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;31431000;31431000;CY000;2009;EL;;;;;2009/03/06;;;;;6;180;no;no;no;;;;no;no;yes;;700000;EUR;;;700000;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;100;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;;EU_body_7ca6f0037abd83a37009c943b6decedbc14a251fa3268713f4392ea46afd70db;Tμήμα Κρατικών Αγορών και Προμηθειών;CY000;Λευκωσία;CY;2025;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;33f397b3-4a2d-4abd-9d48-dd9a7664043d;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33693300;33693300;CY000;2009;EL;;;;2009/08/28;2009/04/24;;;;;12;360;no;no;no;;;;no;no;yes;;202120;EUR;;;202120;161857.8;EUR;;;161857.8;;;;;;1;;;1;2;2009-01-01;2009-01-01;2009-01-01;2009-01-01;;0;100;100;100;;100;;;0;100;0;0;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_28cd12ad6243ef5b592b6c9edfadd23dbc85f3df3268a8d6e327b5d270b8e3db;Υπουργείο Υγείας, Φαρμακευτικές Υπηρεσίες;;Λευκωσία;CY;1475;1;;;AWARDED;;;;;;;;;;1;;;;;;;;1;yes;no;;161857.8;EUR;;;161857.8;1;EU_body_d7b76c435e77ae4da19390a800e9fbe0a537a86c24ebe81d515b5bc87958be16;Γεω. Παυλίδης και Αραούζος Λτδ;CY000;Λευκωσία;CY;1080
15;a6f5d4ae-a13b-4c29-8f86-b09eb30ca06e;CY;;;WORKS;OPEN;;45232420;45232420;CY000;2009;EN,EL;;;;;2009/07/06;;;;;22;660;yes;no;no;;;;no;no;yes;;;;;;;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_8529c64d6a07cd5ae3a32c6f76d3f8b6193d37fff690a668c2199471acf89986;Τμήμα Αναπτύξεως Υδάτων;CY000;Λευκωσία;CY;1047;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;a9c29df0-d2f4-4d0a-8be7-df82d8f9a476;CY;;;SUPPLIES;OPEN;;44113700;44113700,44113800,44113810;CY000;2009;EN,EL;;;;2009/06/24;2009/03/13;;;;;12;360;no;no;no;;;;yes;no;yes;;188000;EUR;;;188000;128972;EUR;;;128972;;;;;;1;;;1;2;2009-01-01;2009-01-01;2009-01-01;2009-01-01;;100;100;100;100;;100;;;0;100;0;100;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,DEFENCE;EU_body_ef2d68daf325a107c5dc88447dd0dd2c1b8138e7c361cd2dcfb462518e790f9f;Τμήμα Κρατικών Αγορών και Προμηθειών;;Λευκωσία;CY;1516;1;;;AWARDED;;;;;;;;;;3;;;;;;;;1;yes;no;;65000;EUR;;;65000;1;EU_body_57339d5b225babde369b5862c2ca84db7a093ac0498b3a80bac5123741e0bd3c;Nεμέσις Εργοληπτική Δημόσια Εταιρεία ΛΤΔ;;Λευκωσία;CY;2252
17;a1f1bae8-829e-4f45-8ef8-2484673e8133;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33673000;33673000;CY000;2009;EL;;;;2009/03/18;2009/01/16;;;;;12;360;no;no;no;;;;no;no;yes;;343000;EUR;;;343000;341848;EUR;;;341848;;;;;;1;;;1;2;2008-01-01;2008-01-01;2009-01-01;2009-01-01;;0;100;50;100;;100;;;0;100;0;0;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_28cd12ad6243ef5b592b6c9edfadd23dbc85f3df3268a8d6e327b5d270b8e3db;Υπουργείο Υγείας, Φαρμακευτικές Υπηρεσίες;;Λευκωσία;CY;1475;1;;;AWARDED;;;;;;;;;;1;;;;;;;;1;yes;no;;341848;EUR;;;341848;1;EU_body_3d4f106dcaf7cdf1fc318b27edb4c5f592caface48683f1f18a130ca480549b0;Pharmnet Ltd;CY000;Λευκωσία;CY;2235
18;51587afd-b92c-4383-95b3-30e75d1dc1ab;CY;;;SUPPLIES;OPEN;;34300000;34300000;CY000;2009;EN,EL;;;;;2009/11/13;;;;;4;120;no;no;no;;;;no;no;yes;;150000;EUR;;;150000;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;50;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;DEFENCE;EU_body_137f6bf351d1a3b1a657cc642fb04337adb5449d6254b2ad4888626b2ac20335;Υπουργειίο Άμυνας;;Λευκωσία;CY;1432;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;3c6e1a64-48a2-407b-bdd2-6e3b616c85d5;CY;;;SUPPLIES;OPEN;;38112100;38112100;;2009;;;;;;;;;;;;;no;no;no;;;;no;no;no;;;;;;;;;;;;;;;;;1;;;1;1;;;2009-01-01;2009-01-01;;;0;100;100;100;;100;;0;0;0;;;;;;;;;;;;0;;;0;;;;;100;;100;1;NATIONAL_AUTHORITY;;EU_body_aec158b8f48f47ca3cf68a9ad45ef2f0a0b32a0573d7bc925946ea305404bc0b;Τμήμα Κτηματολογίου και Χωρομετρίας;CY000;Λευκωσία;CY;1075;1;;;AWARDED;;;;;;;;;;;;;;;;;;1;yes;no;;;;;;;;;;;;;
20;923f6808-30d8-420b-bb59-b265c23eb04d;CY;;;SUPPLIES;OPEN;;19511300;19511300;CY000;2009;EN,EL;;;;;2009/12/11;;;;;5;150;no;no;no;;;;no;no;yes;;415900;EUR;;;415900;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;50;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;DEFENCE;EU_body_16d1dcebf2c4a7fe3fcdad41775eac2a6519a940ab54c375a925ef91e9ac7728;Υπουργείο Άμυνας;;Λευκωσία;CY;1432;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;b3b11271-5757-4bb1-bf1f-c05161cb2d68;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;14500000;14500000;CY0;2009;;;;;2009/06/05;;;;;;;;no;no;no;;;;no;no;no;;778250;EUR;;;778250;593040;EUR;;;593040;;;;;;1;;;1;1;;;2009-01-01;2009-01-01;;100;0;100;100;100;100;;;0;0;0;;;;;;;;;100;;;100;;;100;;;;;100;;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_2a67593dc3555583f6660dd4336214d4ab254917b53c3d6f3beefb3119471695;Επαρχιακή Διοίκηση Λάρνακας;CY000;Λάρνακα;CY;6031;1;;;AWARDED;;;;;;;;;;5;;;;;;;;1;yes;no;;593040;EUR;;;593040;1;EU_body_9eaa443bfa728f202192ec5d5e89e039199ff25737b2e2f6f8274a73a1bdbe47;(α) Ανδρέας Δημητρίου Εκσκαφές Μεταφορές Λτδ (β) Μιχάλης Ευθυμίου Χωματουργικές Επιχειρήσεις Λτδ;;(α) Λεμεσός (β) Λάρνακα;CY;(α) 3110 (β) 7562
