tender_row_nr;tender_id;tender_country;tender_title;tender_size;tender_supplyType;tender_procedureType;tender_nationalProcedureType;tender_mainCpv;tender_cpvs;tender_addressOfImplementation_nuts;tender_year;tender_eligibleBidLanguages;tender_npwp_reasons;tender_awardDeadline;tender_contractSignatureDate;tender_awardDecisionDate;tender_bidDeadline;tender_cancellationDate;tender_estimatedStartDate;tender_estimatedCompletionDate;tender_estimatedDurationInYears;tender_estimatedDurationInMonths;tender_estimatedDurationInDays;tender_isEUFunded;tender_isDps;tender_isElectronicAuction;tender_isAwarded;tender_isCentralProcurement;tender_isJointProcurement;tender_isOnBehalfOf;tender_isFrameworkAgreement;tender_isCoveredByGpa;tender_hasLots;tender_estimatedPrice;tender_estimatedPrice_currency;tender_estimatedPrice_minNetAmount;tender_estimatedPrice_maxNetAmount;tender_estimatedPrice_EUR;tender_finalPrice;tender_finalPrice_currency;tender_finalPrice_minNetAmount;tender_finalPrice_maxNetAmount;tender_finalPrice_EUR;tender_description_length;tender_personalRequirements_length;tender_economicRequirements_length;tender_technicalRequirements_length;tender_documents_count;tender_awardCriteria_count;tender_corrections_count;tender_onBehalfOf_count;tender_lots_count;tender_publications_count;tender_publications_firstCallForTenderDate;tender_publications_lastCallForTenderDate;tender_publications_firstdContractAwardDate;tender_publications_lastContractAwardDate;tender_publications_lastContractAwardUrl;tender_indicator_INTEGRITY_SINGLE_BID;tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION;tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD;tender_indicator_INTEGRITY_PROCEDURE_TYPE;tender_indicator_INTEGRITY_DECISION_PERIOD;tender_indicator_INTEGRITY_TAX_HAVEN;tender_indicator_INTEGRITY_NEW_COMPANY;tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT;tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION;tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA;tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT;tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE;tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES;tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS;tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING;tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING;tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING;tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING;tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING;tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING;tender_indicator_TRANSPARENCY_MARKET_MISSING;tender_indicator_TRANSPARENCY_TITLE_MISSING;tender_indicator_TRANSPARENCY_VALUE_MISSING;tender_indicator_TRANSPARENCY_YEAR_MISSING;tender_indicator_INTEGRITY_WINNER_CA_SHARE;tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS;tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO;tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD;tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO;buyer_row_nr;buyer_buyerType;buyer_mainActivities;buyer_id;buyer_name;buyer_nuts;buyer_city;buyer_country;buyer_postcode;lot_row_nr;lot_title;lot_selectionMethod;lot_status;lot_contractSignatureDate;lot_cancellationDate;lot_isAwarded;lot_estimatedPrice;lot_estimatedPrice_currency;lot_estimatedPrice_minNetAmount;lot_estimatedPrice_maxNetAmount;lot_estimatedPrice_EUR;lot_lotNumber;lot_bidsCount;lot_validBidsCount;lot_smeBidsCount;lot_electronicBidsCount;lot_nonEuMemberStatesCompaniesBidsCount;lot_otherEuMemberStatesCompaniesBidsCount;lot_foreignCompaniesBidsCount;lot_description_length;bid_row_nr;bid_isWinning;bid_isSubcontracted;bid_isConsortium;bid_price;bid_price_currency;bid_price_minNetAmount;bid_price_maxNetAmount;bid_price_EUR;bidder_row_nr;bidder_id;bidder_name;bidder_nuts;bidder_city;bidder_country;bidder_postcode
183;92bb461e-4afa-40be-a0eb-60ac298ce6dd;CY;;BELOW_THE_THRESHOLD;SERVICES;OPEN;;45212600;45212600,39154100;DE;2009;EN,EL;;;;;2009/11/23;;;2011/12/31;;;;yes;no;no;;;;no;no;yes;;280000;EUR;;;280000;;;;;;;;;;;2;;;1;1;2009-01-01;2009-01-01;;;;;100;50;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;100;100;0;;100;;1;PUBLIC_BODY;GENERAL_PUBLIC_SERVICES;EU_body_65d52db065ef7168decadc05cfe357e18b6453975807a3036c450cca02eb61d5;Κυπριακός Οργανισμός Τουρισμού;CY000;Λευκωσία;CY;2112;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;a66be9dc-7c8a-4582-b1cd-0f3a87a5b415;CY;;BELOW_THE_THRESHOLD;SUPPLIES;OPEN;;33651400;33651400;CY000;2009;EL;;;;2010/01/27;2009/11/13;;;;;12;360;no;no;no;;;;no;no;yes;;126074;EUR;;;126074;1019518;EUR;;;1019518;;;;;;1;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;0;100;50;100;;100;;;0;100;0;0;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_e6c20093b8aa3ea524a224888c86f2c0d3ec1e9eb2295806efd19649f698f3b4;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2101;1;;;AWARDED;;;;;;;;;;1;;;;;;;;1;yes;no;;126750;EUR;;;126750;1;EU_body_7a673a6c51e26e332411962108ac94aa4045bdc67a829c529ed9a5f5361ed9ff;Medvision LTD;CY000;Λευκοσία;CY;1096
185;12ed26e4-989c-43cc-8294-1ae8efdfe968;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;31500000;31500000;CY;2009;EL;;;;;2009/07/14;;;;;;;no;no;no;;;;no;no;yes;;440000;EUR;;;440000;389191.66;EUR;;;389191.66;;;;;;1;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;;100;100;100;;100;;;0;100;0;0;66.6667;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;PUBLIC_BODY;EDUCATION;EU_body_c438e6138c3e18728b6ff539b83108cafd22b96fcdbeb4eae04379740ec69e36;University of Cyprus;;Nicosia;CY;1678;1;;;AWARDED;;;;;;;;;5;;;;;;;;;1;yes;no;;59975.62;EUR;;;59975.62;1;EU_body_d701037e8a1326e9e9ebe00498cc8c0677619d7725b8361dd2889abf9a697ccc;P.G.S Electrical Supplies Ltd;;Παραλίμνι;CY;
186;369a2191-9426-46cb-94f2-45762c9cef4a;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;30236200;30236200;CY000;2009;EL;;;;;2009/07/22;;;;;2;60;no;no;no;;;;no;no;yes;;220000;EUR;;;220000;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;100;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;PUBLIC_ORDER_AND_SAFETY;EU_body_fcf936c535fbb005992a13e8b354f3815be2a9362244d0f5fa0f5c04ee975197;Αστυνομία Κύπρου;;Λευκωσία;CY;1478;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;08812009-9798-47f2-a849-8c3cc603c72a;CY;;BELOW_THE_THRESHOLD;SERVICES;OPEN;;79823000;79823000;CY000;2009;EL;;;;;2009/07/06;;;;;1;30;no;no;no;;;;no;no;yes;;300000;EUR;;;300000;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;100;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;PUBLIC_BODY;GENERAL_PUBLIC_SERVICES;EU_body_65d52db065ef7168decadc05cfe357e18b6453975807a3036c450cca02eb61d5;Κυπριακός Οργανισμός Τουρισμού;CY000;Λευκωσία;CY;2112;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;e30eaf56-387f-451f-9547-3fd6a263d4f2;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;31127000;31127000;;2009;EN,EL;;;;;2009/09/25;;;;;5;150;no;no;no;;;;yes;no;yes;;255850;EUR;;;255850;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_115fb91112246519bafb9c3727c8999f015ef1e949c943aaa7b9785cc5114ecc;Τμήμα Ηλεκτρομηχανολογικών Υπηρεσιών;;Λευκωσία;CY;1426;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;abf4a9f2-7772-4a1f-83bc-33c2c5b459d4;CY;;ABOVE_THE_THRESHOLD;WORKS;OPEN;;45000000;45000000,45250000,45251100;CY000;2009;;;;;2009/03/23;2008/11/14;;;;;18;540;no;no;no;;;;no;no;yes;;6800000;EUR;;;6800000;6230084.35;EUR;;;6230084.35;;;;;;1;;;1;2;2008-01-01;2008-01-01;2009-01-01;2009-01-01;;100;100;50;100;;100;;;0;100;0;;83.3333;;;;;;;100;;;100;;;100;0;;100;0;100;100;100;1;PUBLIC_BODY;HOUSING_AND_COMMUNITY_AMENITIES,GENERAL_PUBLIC_SERVICES;EU_body_8cf7023e1aed7e87bbbc6eba480ed6fe9a5fdc735b7aeec5bd95d017c50cbe76;Συμβούλιον Αποχετεύσεων Λευκωσίας;CY000;Λευκωσία;CY;1010;1;;;AWARDED;;;;;;;;;;6;;;;;;;;1;yes;no;;6230084.35;EUR;;;6230084.35;1;EU_body_5339f605d285560820f1648fbc8cc47b86b6aa5618056ab5b0bf9fc63f1273ac;Miltiades Neoptytou C.E.C.&D. Ltd & Nemesis Ergoliptiki Demosia Eteria Ltd, J.V.;;Nicosia;CY;2083
190;c98ce962-5830-493f-8340-0aea6a2077b6;CY;;BELOW_THE_THRESHOLD;SERVICES;OPEN;;50421000;50421000;;2009;EN,EL;;;;;2009/05/08;;;;;62;1860;no;no;no;;;;no;no;yes;;220;EUR;;;220;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_15b4fb1a16489dc8d853a5ad17b439fa70ddb72a684da8821898420c60303df5;Τμήμα Ηλεκτρομηχανολογικών Υπηρεσιών;;Λευκωσία;CY;1426;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;7beb9786-b5fe-4989-ad43-eec828d512e1;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;38000000;38000000;CY000;2009;EL,Αγγλικά.;;;;;2009/06/26;;;;;2;60;no;no;no;;;;no;no;yes;;400000;EUR;;;400000;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;100;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;;EU_body_8a63b50b98ede054f3af1c5da2b928fc33cc2119860a66d88b9af5ae8256e359;Υπουργείο Υγείας - Γενικό Χημείο του Κράτους;;Λευκωσία;CY;1451;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;c8608b46-eb1e-4cf1-a84c-0df5b340e268;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33615100;33615100;CY000;2009;EL;;;;2009/09/23;2009/06/12;;;;;24;720;no;no;no;;;;no;no;yes;;3750000;EUR;;;3750000;1318110;EUR;;;1318110;;;;;;1;;;1;2;2009-01-01;2009-01-01;2009-01-01;2009-01-01;;100;100;100;100;;100;;;0;100;0;0;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_28cd12ad6243ef5b592b6c9edfadd23dbc85f3df3268a8d6e327b5d270b8e3db;Υπουργείο Υγείας, Φαρμακευτικές Υπηρεσίες;;Λευκωσία;CY;1475;1;;;AWARDED;;;;;;;;;;3;;;;;;;;1;yes;no;;1318110;EUR;;;1318110;1;EU_body_a4b654a1586192c51892e34db7d421aa0f896f985ac280dad6139f4350097c7c;Generica Pharmaceutical Products Trading Co Ltd;;Λεμεσός;CY;3604
193;54564cb1-ef35-495f-a52c-e32329abf9b9;CY;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;71410000;71410000;CY000;2009;EL;;;;;2009/12/04;;;;;10;300;yes;no;no;;;;no;no;yes;;152000;EUR;;;152000;;;;;;;;;;;;;;1;3;2009-01-01;2009-01-01;;;;;100;50;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;NATIONAL_AUTHORITY;ENVIRONMENT,HOUSING_AND_COMMUNITY_AMENITIES;EU_body_8fbd9da0d8b72fc00aac530f2f35f364fd7b9faab71cf92b99af4d61f3677bf1;Τμήμα Πολεοδομίας και Οικήσεως;;Λευκωσία;CY;1454;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;f8745ac8-89ee-45da-ad2e-936ba17944dd;CY;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;73000000;73000000;CY0;2009;;;;;2008/09/22;;;;;;;;yes;no;no;;;;no;no;yes;;377000;EUR;;;377000;300000;EUR;;;300000;;;;;;3;;;1;1;;;2009-01-01;2009-01-01;;100;0;100;100;100;100;;;0;100;0;;;;;;;;;100;;;100;;;100;;;;;100;;100;1;NATIONAL_AUTHORITY;EDUCATION;EU_body_0b5ac0226b3407a432c5b076b895090387140a4eaf40da84bd1109e2743375db;Υπουργείο Παιδείας και Πολιτισμού;;Λευκωσία;CY;1434;1;;;AWARDED;;;;;;;;;;2;;;;;;;;1;yes;no;;300000;EUR;;;300000;1;EU_body_0164a81b8782feb091c30bd706699314d48c659c472e3bdaa40d046adf86e599;Κοινοπραξία EDEX, CARDET, CCS, Πανεπιστήμιο Κύπρου;;Λευκωσία;CY;1700
195;61ee5c88-9e6b-4ede-8d06-c0e66a17f7a4;CY;;ABOVE_THE_THRESHOLD;WORKS;OPEN;;45213311;45213311;CY000;2009;EL;;;;;2010/02/05;;;;;12;360;yes;no;no;;;;no;no;yes;;6500000;EUR;;;6500000;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;50;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;REGIONAL_AUTHORITY;;EU_body_9d064e8d9eff98ebf8cdbfe408aca91a8f9ea46a6bcadb90fcf8c72f95aa3350;Δήμος Λευκωσίας;;Λευκωσία;CY;1500;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;171d386a-fec8-46f1-90ad-c72e08ecf747;CY;;BELOW_THE_THRESHOLD;SUPPLIES;OPEN;;44411740;44411740,44411300,44411400,44411200,44410000,44111700,42996400,42130000;CY000;2009;;;;;2009/04/08;;;;;;;;no;no;no;;;;yes;no;no;;;;;;;191092;EUR;;;191092;;;;;;1;;;1;1;;;2010-01-01;2010-01-01;;;0;100;100;100;100;;;0;0;0;;;;;;;;;100;;;100;;;100;;;;;100;;100;1;NATIONAL_AUTHORITY;;EU_body_ada06c0332583c77b0aa26590235839cf64654e288d584e2b70ff07a7eaea684;Τμήμα Κρατικών Αγορών και Προμηθειών;CY000;Λευκωσία;CY;2025;1;;;AWARDED;;;;;;;;;;;;;;;;;;1;yes;no;;70037;EUR;;;70037;1;EU_body_833d36f7b2035c4b7f9ad5a8e298952b15a76a067348e7d8a73ad8b229e0f130;ΜΟΔΕΣΤΟΣ ΠΑΠΑΠΕΤΡΟΥ ΛΤΔ;;Λευκωσία;CY;
197;5cc60f2a-103d-40e7-9376-45b84a4fda7a;CY;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;50421200;50421200;;2009;EL,EN;;;;;2009/05/08;;;;;60;1800;no;no;no;;;;yes;no;yes;;160000;EUR;;;160000;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_dafd53ce2af917f575e387c86bd5db4541b3eebea0a15e7690c009da90885927;Τμήμα Ηλεκτρομηχανολογικών Υπηρεσιών;;Λευκωσία;CY;1426;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;600a8df6-f505-4ff7-a4d5-60ca676c1f08;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;32344210;32344210;CY000;2009;EL;;;;2008/12/30;2008/07/16;;;;;3;90;no;no;no;;;;no;no;yes;;170000;EUR;;;170000;189174.08;EUR;;;189174.08;;;;;;1;;;1;2;2008-01-01;2008-01-01;2009-01-01;2009-01-01;;100;100;100;100;;100;;;0;100;0;0;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;PUBLIC_ORDER_AND_SAFETY;EU_body_fcf936c535fbb005992a13e8b354f3815be2a9362244d0f5fa0f5c04ee975197;Αστυνομία Κύπρου;;Λευκωσία;CY;1478;1;;;AWARDED;;;;;;;;;;2;;;;;;;;1;yes;no;;189174.08;EUR;;;189174.08;1;EU_body_53e8f97b2d20360a11a0ff7be08d37c24f8c38478b6b71e67b95ea2dcf3a026b;Αναθεωρητική Αρχή Προσφορών;;Λευκωσία;CY;248 20
199;27264349-ba22-4fca-b3b8-f5ad71f7611f;CY;;BELOW_THE_THRESHOLD;SUPPLIES;OPEN;;30233141;30233141;CY000;2009;EN,EL;;;;2008/12/08;2008/09/15;;;;;1;30;no;no;no;;;;no;no;yes;;356521.74;EUR;;;356521.74;345320;EUR;;;345320;;;;;;;;;1;2;2008-01-01;2008-01-01;2009-01-01;2009-01-01;;100;100;100;100;;100;;;0;100;0;100;72.7273;;;;;;;100;;;100;;;100;100;0;100;0;100;100;100;1;PUBLIC_BODY;;EU_body_a59128d55091852af59bd27b8af8c550c7119a1e49e4cb7db3c7e7fc1be62601;Τεχνολογικό Πανεπιστήμιο Κύπρου;CY000;Λεμεσός;CY;3036;1;;;AWARDED;;;;;;;;;;4;;;;;;;;1;yes;no;;345320;EUR;;;345320;1;EU_body_762e6938635e383f09e42ac0fa9ef51215fbd2a846a3ad461043fc53e638dc83;Mechatronics LTD;;Λευκωσία;CY;
200;9762292d-ed45-4cf5-bf49-8f2889c07e7a;CY;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;72224000;72224000,79411000;CY000;2009;EL;;;;;2010/01/15;;;;;64;1920;yes;no;no;;;;no;no;yes;;230000;EUR;;;230000;;;;;;;;;;;6;;;1;1;2009-01-01;2009-01-01;;;;;100;50;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;100;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,EDUCATION;EU_body_0e889c0cd7336d00252542e80f320894ec3685ad453f784dc56868ba0f690e96;Τμήμα Δημόσιας Διοίκησης και Προσωπικού;;Λευκωσία;CY;1443;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;52d6a6b0-35c8-471b-82bd-2ff693128740;CY;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;71250000;71250000;;2009;EL;;;;;2009/07/02;;;;;36;1080;yes;no;no;;;;no;no;yes;;330000;EUR;;;330000;;;;;;;;;;;;;;1;1;2009-01-01;2009-01-01;;;;;100;100;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;REGIONAL_AUTHORITY;;EU_body_d1774dfd2d60fba41c0ff25cbe07b8fa03688910b8ada471731b5417882ba1df;Δήμος Λευκωσίας;;Λευκωσία;CY;1500;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;c9466a3b-4055-4f89-a900-2c52043acd20;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;18813000;18813000,18820000,18830000,18812400;;2009;EN,EL;;;;;2009/05/22;;;;;5;150;no;no;no;;;;yes;no;yes;;350000;EUR;;;350000;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_b4f8ffbe4d3709b620c13d253df977863c4281d1e644f317a0c4733f9410caa1;Τμήμα Κρατικών Αγορών και Προμηθειών;;Λευκωσία;CY;1516;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;d117d0d4-0ce5-47df-b591-24614e038eb8;CY;;ABOVE_THE_THRESHOLD;WORKS;OPEN;;45222000;45222000;CY00;2009;EL;;;;;2009/12/18;;;;;36;1080;yes;no;no;;;;no;no;yes;;9000000;EUR;;;9000000;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;50;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;REGIONAL_AUTHORITY;;EU_body_b82910423026bbc7e0c36a8415275354ae1473121a693d7fb770b269b754340e;Δήμος Λεμεσού;;Λεμεσός;CY;3600;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;dee2a2c0-ecba-418f-a5d8-a3f048998ee5;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33661300;33661300;CY000;2009;EL;;;;2009/11/13;2009/09/11;;;;;24;720;no;no;no;;;;no;no;yes;;501705.1;EUR;;;501705.1;1037177.7;EUR;;;1037177.7;;;;;;1;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;100;100;100;100;;100;;;0;100;0;0;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_28cd12ad6243ef5b592b6c9edfadd23dbc85f3df3268a8d6e327b5d270b8e3db;Υπουργείο Υγείας, Φαρμακευτικές Υπηρεσίες;;Λευκωσία;CY;1475;1;;;AWARDED;;;;;;;;;;2;;;;;;;;1;yes;no;;19669;EUR;;;19669;1;EU_body_9f3c635f0aa6940489c3e81f49f78492c15efeea84fbc3ed8a3366e33323d57b;P.T. Hadjigeorgiou Co Ltd;;Λεμεσός;CY;3301
205;c497726d-132a-425d-97c2-0b9bf4de43fa;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;77310000;77310000;CY;2009;;;;;2009/08/07;2009/06/23;;;;;36;1080;no;no;no;;;;no;no;yes;;482482;EUR;;;482482;482482;EUR;;;482482;;;;;;1;;;1;2;2009-01-01;2009-01-01;2009-01-01;2009-01-01;;100;100;100;100;;100;;;0;100;0;;75;;;;;;;100;;;100;;;100;0;;100;0;100;100;100;1;PUBLIC_BODY;EDUCATION;EU_body_136ce4a662945bb5a047cefad9335e5c7dc4279d796a62305267e052305ade4d;University Of Cyprus;;Nicosia;CY;1678;1;;;AWARDED;;;;;;;;;;2;;;;;;;;1;yes;no;;482482;EUR;;;482482;1;EU_body_32040468d51e621b15c800d5e5eda49d1b665f7008bfb630dc2f262a43133c49;H.E. Horticultural Enterprises Ltd;CY000;Λευκωσία;CY;2200
206;18c2234b-8134-4493-bda0-8a366e916340;CY;;BELOW_THE_THRESHOLD;SUPPLIES;OPEN;;15500000;15500000;CY000;2009;;;;;2009/12/29;;;;;;;;no;no;no;;;;no;no;no;;73440;EUR;;;73440;102140;EUR;;;102140;;;;;;1;;;1;1;;;2010-01-01;2010-01-01;;100;0;100;100;100;100;;;0;0;0;;;;;;;;;100;;;100;;;100;;;;;100;;100;1;NATIONAL_AUTHORITY;PUBLIC_ORDER_AND_SAFETY;EU_body_dfafb189bf7f72cc71c1913640dfc7365fbe2fd8c3360984e4aee76809d78025;Τμήμα Φυλακών;;Λευκωσία;CY;1702;1;;;AWARDED;;;;;;;;;;3;;;;;;;;1;yes;no;;73440;EUR;;;73440;1;EU_body_520892c9cfa2ee00f7d7c94403ce351100477aa80f365bdaa96fd22f53ec67bf;Μάριος Ιακωβίδης;;Λευκωσία;CY;
207;d1fd1675-98bd-414c-ae3d-c035811e21b1;CY;;BELOW_THE_THRESHOLD;SERVICES;OPEN;;90670000;90670000,90600000;CY000;2009;EL,EN;;;;2010/04/07;2010/02/01;;;;;36;1080;no;no;no;;;;no;no;yes;;244420;EUR;;;244420;213800;EUR;;;213800;;;;;;1;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;100;100;50;100;;100;;;0;100;0;100;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;PUBLIC_BODY;;EU_body_2ad9d2de2f67943ef22d92b14ddf0541f6fde787d19067fb50612ac6d07224dd;Συμβούλιο Αποχετεύσεων Λεμεσού - Αμαθούντας;;Λεμεσός;CY;3608;1;;;AWARDED;;;;;;;;;;5;;;;;;;;1;yes;no;;213800;EUR;;;213800;1;EU_body_d8faf1c352eb598c4c24d2ba395f2acfa633ac3e3e6842d771ca8f2ac929d416;PANELA Services Ltd;CY000;Λεμεσός;CY;4156
208;68ba725a-a950-4f17-8560-30df24d43493;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33194000;33194000,33194100,33194120,33194210;CY000;2009;EL;;;;2010/04/07;2009/12/11;;;;;24;720;no;no;no;;;;no;no;yes;;241371.01;EUR;;;241371.01;1376943.08;EUR;;;1376943.08;;;;;;1;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;100;100;50;100;;100;;;0;100;0;0;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_e6c20093b8aa3ea524a224888c86f2c0d3ec1e9eb2295806efd19649f698f3b4;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2101;1;;;AWARDED;;;;;;;;;;32;;;;;;;;1;yes;no;;92625;EUR;;;92625;1;EU_body_ba6a70be2b373104917099de3ee2f270921234e1d94c401aa9983619e1a20464;A. Papaetis Services Ltd;CY000;Nicosia;CY;6056
