tender_row_nr;tender_id;tender_country;tender_title;tender_size;tender_supplyType;tender_procedureType;tender_nationalProcedureType;tender_mainCpv;tender_cpvs;tender_addressOfImplementation_nuts;tender_year;tender_eligibleBidLanguages;tender_npwp_reasons;tender_awardDeadline;tender_contractSignatureDate;tender_awardDecisionDate;tender_bidDeadline;tender_cancellationDate;tender_estimatedStartDate;tender_estimatedCompletionDate;tender_estimatedDurationInYears;tender_estimatedDurationInMonths;tender_estimatedDurationInDays;tender_isEUFunded;tender_isDps;tender_isElectronicAuction;tender_isAwarded;tender_isCentralProcurement;tender_isJointProcurement;tender_isOnBehalfOf;tender_isFrameworkAgreement;tender_isCoveredByGpa;tender_hasLots;tender_estimatedPrice;tender_estimatedPrice_currency;tender_estimatedPrice_minNetAmount;tender_estimatedPrice_maxNetAmount;tender_estimatedPrice_EUR;tender_finalPrice;tender_finalPrice_currency;tender_finalPrice_minNetAmount;tender_finalPrice_maxNetAmount;tender_finalPrice_EUR;tender_description_length;tender_personalRequirements_length;tender_economicRequirements_length;tender_technicalRequirements_length;tender_documents_count;tender_awardCriteria_count;tender_corrections_count;tender_onBehalfOf_count;tender_lots_count;tender_publications_count;tender_publications_firstCallForTenderDate;tender_publications_lastCallForTenderDate;tender_publications_firstdContractAwardDate;tender_publications_lastContractAwardDate;tender_publications_lastContractAwardUrl;tender_indicator_INTEGRITY_SINGLE_BID;tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION;tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD;tender_indicator_INTEGRITY_PROCEDURE_TYPE;tender_indicator_INTEGRITY_DECISION_PERIOD;tender_indicator_INTEGRITY_TAX_HAVEN;tender_indicator_INTEGRITY_NEW_COMPANY;tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT;tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION;tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA;tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT;tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE;tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES;tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS;tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING;tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING;tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING;tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING;tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING;tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING;tender_indicator_TRANSPARENCY_MARKET_MISSING;tender_indicator_TRANSPARENCY_TITLE_MISSING;tender_indicator_TRANSPARENCY_VALUE_MISSING;tender_indicator_TRANSPARENCY_YEAR_MISSING;tender_indicator_INTEGRITY_WINNER_CA_SHARE;tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS;tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO;tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD;tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO;buyer_row_nr;buyer_buyerType;buyer_mainActivities;buyer_id;buyer_name;buyer_nuts;buyer_city;buyer_country;buyer_postcode;lot_row_nr;lot_title;lot_selectionMethod;lot_status;lot_contractSignatureDate;lot_cancellationDate;lot_isAwarded;lot_estimatedPrice;lot_estimatedPrice_currency;lot_estimatedPrice_minNetAmount;lot_estimatedPrice_maxNetAmount;lot_estimatedPrice_EUR;lot_lotNumber;lot_bidsCount;lot_validBidsCount;lot_smeBidsCount;lot_electronicBidsCount;lot_nonEuMemberStatesCompaniesBidsCount;lot_otherEuMemberStatesCompaniesBidsCount;lot_foreignCompaniesBidsCount;lot_description_length;bid_row_nr;bid_isWinning;bid_isSubcontracted;bid_isConsortium;bid_price;bid_price_currency;bid_price_minNetAmount;bid_price_maxNetAmount;bid_price_EUR;bidder_row_nr;bidder_id;bidder_name;bidder_nuts;bidder_city;bidder_country;bidder_postcode
150;bf29df46-0815-4d3c-9c38-950a97545c3e;CY;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;73120000;73120000;CY000;2010;EL,EN;;;;;2010/08/02;;;;;12;360;yes;no;no;;;;no;no;yes;;500000;EUR;;;500000;;;;;;;;;;;1;;;1;1;2010-01-01;2010-01-01;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_bcae063c9d5b1f95b9ecd2e8412fe4753773a48ad478e03e55ef8b2baeb03bf5;Κτηνιατρικές Υπηρεσίες;;Λευκωσία;CY;1417;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;5fa39034-cb41-4149-8ff6-026a6427c48b;CY;;ABOVE_THE_THRESHOLD;WORKS;OPEN;;45232420;45232420;CY000;2010;;;;;2010/11/02;;;;;;;;yes;no;no;;;;no;no;yes;;8800000;EUR;;;8800000;6377000;EUR;;;6377000;;;;;;1;;;1;1;;;2010-01-01;2010-01-01;;100;0;100;100;100;100;;;0;100;0;;;;;;;;;100;;;100;;;100;;;;;100;;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_0e4c63deed9d29f0c467544c17a26a400dc6be418b04e7593c551e8f979d2402;Τμήμα Αναπτύξεως Υδάτων;CY000;Λευκωσία;CY;1047;1;;;AWARDED;;;;;;;;;;9;;;;;;;;1;yes;no;;6377000;EUR;;;6377000;1;EU_body_bb0026dabdfb61d398ddcd8e459a5cf434f3c6de77279ef444b5655eeb38d0f5;Νέμεσις Εργοληπτική Δημόσια Εταιρεία Λιμιτεδ;CY000;Στρόβολος;CY;2015
152;74fbdd2a-30c3-4e80-ad9c-fa95775a732f;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;34223400;34223400;CY000;2010;;;;;2010/07/19;;;;;;;;no;no;no;;;;no;no;yes;;195000;EUR;;;195000;165100;EUR;;;165100;;;;;;1;;;1;1;;;2010-01-01;2010-01-01;;100;0;100;100;100;100;;;0;100;0;;;;;;;;;100;;;100;;;100;;;;;100;;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_0e4c63deed9d29f0c467544c17a26a400dc6be418b04e7593c551e8f979d2402;Τμήμα Αναπτύξεως Υδάτων;CY000;Λευκωσία;CY;1047;1;;;AWARDED;;;;;;;;;;4;;;;;;;;1;yes;no;;165100;EUR;;;165100;1;EU_body_2834747975dcd608f1f25b2bd7a9183807e5d618b5082529816ca0c9576eb5b9;Spyrachri Agency LTD;CY000;Λευκωσία;CY;2102
153;15200c94-d167-4972-aa3b-a677644c4311;CY;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;73111000;73111000;CY000;2010;EL,EN;;;;;2010/09/06;;;;;11;330;no;no;no;;;;no;no;yes;;250000;EUR;;;250000;;;;;;;;;;;1;;;1;1;2010-01-01;2010-01-01;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_ed701b0a8daf68f7a95a70401440070ca6f8b223efe65e49a1915a61a1210cee;Κτηνιατρικές Υπηρεσιες;;Λευκωσία;CY;1417;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;92027bad-d9a2-4e90-a08e-6bea5d208b37;CY;;BELOW_THE_THRESHOLD;SERVICES;OPEN;;71410000;71410000;CY000;2010;EL;;;;;2011/02/04;;;;;10;300;yes;no;no;;;;no;no;yes;;82000;EUR;;;82000;;;;;;;;;;;;;;1;1;2010-01-01;2010-01-01;;;;;100;50;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;NATIONAL_AUTHORITY;ENVIRONMENT,HOUSING_AND_COMMUNITY_AMENITIES;EU_body_8fbd9da0d8b72fc00aac530f2f35f364fd7b9faab71cf92b99af4d61f3677bf1;Τμήμα Πολεοδομίας και Οικήσεως;;Λευκωσία;CY;1454;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;c01edcd8-05f1-44f7-a5fa-e4c19246cb48;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33696000;33696000;CY000;2010;EL;;;;2010/11/22;2010/09/10;;;;;24;720;no;no;no;;;;no;no;yes;;204295;EUR;;;204295;154154;EUR;;;154154;;;;;;1;;;1;2;2010-01-01;2010-01-01;2010-01-01;2010-01-01;;100;100;100;100;;100;;;0;100;0;0;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_e6c20093b8aa3ea524a224888c86f2c0d3ec1e9eb2295806efd19649f698f3b4;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2101;1;;;AWARDED;;;;;;;;;;4;;;;;;;;1;yes;no;;154154;EUR;;;154154;1;EU_body_1b5dd4d2eb704b60f892792c728b2e04a8e04ece55a19a138525d692b86a5c87;A. Papaetis Medical Co Ltd;;Nicosia;CY;1310
156;7bd42e89-3120-4af9-8ed4-75fe8ccf9695;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33190000;33190000;CY000;2010;EL;;;;;2010/07/02;;;;;96;2880;no;no;no;;;;no;no;no;;323200;EUR;;;323200;;;;;;;;;;;1;;;1;1;2010-01-01;2010-01-01;;;;;100;100;100;;;;;0;0;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,HEALTH;EU_body_b1e3b6aa29a4cf04c427a213edc2f35487b089191e6ef82b1b3351e402374366;Ιατρικές Υπηρεσίες και Υπηρεσίες Δημόσιας Υγείας;;Λευκωσία;CY;1449;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;f52b387e-5cb9-433f-aa7e-5682c2931cab;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33662000;33662000;CY000;2010;EL;;;;;2010/09/24;;;;;24;720;no;no;no;;;;no;no;yes;;1110000;EUR;;;1110000;;;;;;;;;;;1;;;1;2;2010-01-01;2010-01-01;;;;;100;100;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_e6c20093b8aa3ea524a224888c86f2c0d3ec1e9eb2295806efd19649f698f3b4;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2101;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;c1f0c4c1-3cae-4ce8-a022-88defb94b7bb;CY;;ABOVE_THE_THRESHOLD;WORKS;OPEN;;45000000;45000000;CY000;2010;EL;;;;;2010/07/26;;;;;15;450;no;no;no;;;;no;no;no;;5600000;EUR;;;5600000;;;;;;;;;;;1;;;1;2;2010-01-01;2010-01-01;;;;;100;100;100;;;;;0;0;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;REGIONAL_AUTHORITY;;EU_body_2ee6090e3deb9c6ba21c56f89d7598e9ac09d497bba77e43a1d2b50a8537b199;Δήμος Αγίου Δομετίου;;Λευκωσία;CY;2430;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;0f2d18a3-6df4-4d39-9848-82d20851ff34;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;NEGOTIATED_WITHOUT_PUBLICATION;;72000000;72000000;CY000;2010;;;;;;;;;;;;;no;no;no;;;;yes;no;no;;;;;;;628924.44;EUR;;;628924.44;;;;;;1;;;1;1;;;2010-01-01;2010-01-01;;0;0;100;50;100;100;;;0;0;0;;;;;;;;;100;;;100;;;100;;;;;100;;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_0685f744ec6f9a76ef273a03a6bbcd11fb3a1e91591a706bec9c2c7338cb3515;Τμήμα Υπηρεσιών Πληροφορικής;;Λευκωσία;CY;1446;1;;;AWARDED;;;;;;;;;;1;;;;;;;;1;yes;no;;628924.44;EUR;;;628924.44;1;EU_body_042cc4a46e169fc16cd1d8417b929f05507082ed835a5249af34d0ed7928c68f;Ευρωπαϊκή Δυναμική ΑΕ (European Dynamics SA);;Αθήνα;GR;151 24
160;d8c65549-2b87-4079-9460-c74b7336dccf;CY;;BELOW_THE_THRESHOLD;WORKS;OPEN;;44112000;44112000;CY000;2010;EL;;;;;2010/03/05;;;;;30;900;yes;no;no;;;;no;no;yes;;4500000;EUR;;;4500000;;;;;;;;;;;1;;;1;2;2010-01-01;2010-01-01;;;;;100;100;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_5e43388848d8f3058c197ff38466edcdfee59dd0dfa39f7216186ca9507d5b99;Επαρχιακή Διοίκηση Λεμεσού;CY000;Λεμεσός;CY;3040;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;c74dc965-290e-4557-bbfe-109ec3c661f2;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33194220;33194220;CY000;2010;EL;;;;;2010/07/09;;;;;42;1260;no;no;no;;;;no;no;yes;;3500000;EUR;;;3500000;;;;;;;;;;;;;;1;1;2010-01-01;2010-01-01;;;;;100;100;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,HEALTH;EU_body_b1e3b6aa29a4cf04c427a213edc2f35487b089191e6ef82b1b3351e402374366;Ιατρικές Υπηρεσίες και Υπηρεσίες Δημόσιας Υγείας;;Λευκωσία;CY;1449;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;7b7243a7-5bd8-4441-a6f8-2a780462d13a;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;34136100;34136100;CY000;2010;EL;;;;2010/11/05;2010/06/09;;;;;4;120;no;no;no;;;;no;no;yes;;615000;EUR;;;615000;667890;EUR;;;667890;;;;;;1;;;1;2;2010-01-01;2010-01-01;2010-01-01;2010-01-01;;100;100;100;100;;100;;;0;100;0;0;75;;;;;;;100;;;100;;;100;100;100;100;0;100;100;100;1;NATIONAL_AUTHORITY;PUBLIC_ORDER_AND_SAFETY;EU_body_c95ed4f026984400d180f0a518955d3bf24359f41ee6f75d95685872f7c854f9;Αστυνομία Κύπρου;;Λευκωσία;CY;1478;1;ΔΟ 30/2010 προμήθεια σαράντα ένα (41) διπλοκάμπινων οχημάτων με κίνηση και στους τέσσερις τροχούς.;;AWARDED;;;;;;;;;1;3;;;;;;;;1;yes;no;;667890;EUR;;;667890;1;EU_body_1d1fba068e906523b1d3919f890daa67c45c8386994638208509a8bb35265441;A. Loutsios and Sons LTD;;Limassol;CY;3780
163;1aeb4723-9737-49d6-99f3-18f2acb606cb;CY;;ABOVE_THE_THRESHOLD;WORKS;OPEN;;71000000;71000000;CY000;2010;;;;;;2010/09/17;;;;;;;no;no;no;;;;no;no;no;;8500000;EUR;;;8500000;;;;;;;;;;;1;;;1;1;2010-01-01;2010-01-01;;;;;100;100;100;;;;;0;0;0;;;;;;;;;;;;0;;;;0;;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,OTHER;EU_body_a077e7fb1ce20b9342ac691026f2c2e2dc3f8f1059cff2f8056c37a3dc2d6041;Τμήμα Δημοσίων Έργων;CY000;Λευκωσία;CY;2048;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;1ad8c1d9-b0c3-4d5b-8ec8-ab3f21028229;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33651200;33651200;CY000;2010;EL;;;;2010/11/04;2010/09/03;;;;;12;360;no;no;no;;;;no;no;yes;;147056;EUR;;;147056;1281439.96;EUR;;;1281439.96;;;;;;1;;;1;2;2010-01-01;2010-01-01;2010-01-01;2010-01-01;;0;100;100;100;;100;;;0;100;0;0;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_e6c20093b8aa3ea524a224888c86f2c0d3ec1e9eb2295806efd19649f698f3b4;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2101;1;;;AWARDED;;;;;;;;;;1;;;;;;;;1;yes;no;;147056;EUR;;;147056;1;EU_body_60e34a34cb7bbfcaeef153110078517568714c083be030a8a7e7c1cde01d9cc2;Medilink Pharmaceuticals Ltd;;;CY;
165;28e84733-cdf0-4bc8-83ad-38046624618f;CY;;BELOW_THE_THRESHOLD;SERVICES;RESTRICTED;;72261000;72261000,72262000,72263000,72512000;CY000;2010;EL,EN;;;;;2010/07/23;;;;;;;no;no;no;;;;no;no;yes;;250000;EUR;;;250000;;;;;;;;;;;;;;1;1;2010-01-01;2010-01-01;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;PUBLIC_BODY;;EU_body_44694e70ed26b82d87925bff66cf2d53c8980b614c34a1eb9cf810c780311361;Χρηματιστήριο Αξιών Κύπρου;CY000;Λευκωσία;CY;1096;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;171cfc42-ea54-4fc2-b1f4-8d84549f6f46;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33111620;33111620,33115200;CY000;2010;EN,Ελληνική.;;;;;2011/02/08;;;;;2;60;no;no;no;;;;no;no;yes;;750000;EUR;;;750000;;;;;;;;;;;;;;1;1;2010-01-01;2010-01-01;;;;;100;50;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;PUBLIC_BODY;;EU_body_bde55588fa6c2b94b964ff482260469b1ed15c125f8b924fb39e793f03d84866;Ογκολογικό Κέντρο Τράπεζας Κύπρου;CY000;Λευκωσία;CY;2006;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;068bb891-5d2e-4a26-a0e3-5835e46f5b57;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;34114210;34114210;CY000;2010;EL;;;;;2010/09/27;;;;;6;180;yes;no;no;;;;no;no;yes;;280000;EUR;;;280000;;;;;;;;;;;1;;;1;2;2010-01-01;2010-01-01;;;;;100;100;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;PUBLIC_ORDER_AND_SAFETY;EU_body_c95ed4f026984400d180f0a518955d3bf24359f41ee6f75d95685872f7c854f9;Αστυνομία Κύπρου;;Λευκωσία;CY;1478;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;aa03d3fe-35ac-4485-8d0a-dd9ce16b1700;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;38000000;38000000;CY000;2010;EL,EN;;;;;2010/06/04;;;;;2;60;no;no;no;;;;no;no;yes;;130000;EUR;;;130000;;;;;;;;;;;1;;;1;1;2010-01-01;2010-01-01;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_ad6b206247bfff424827a922a8c8fa6906285fc6ebfa87fcef8fc34259dda3af;Γενικό Χημείο του Κράτους;;Λευκωσία;CY;1451;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;b6a578bc-f289-4d3a-a052-5fc9066d3375;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33640000;33640000;CY000;2010;EL;;;;;2010/10/22;;;;;24;720;no;no;no;;;;no;no;yes;;365000;EUR;;;365000;;;;;;;;;;;1;;;1;2;2010-01-01;2010-01-01;;;;;100;50;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_e6c20093b8aa3ea524a224888c86f2c0d3ec1e9eb2295806efd19649f698f3b4;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2101;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;ddbdd4c2-39e0-400d-a7f4-ccd643e4a1ad;CY;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;30200000;30200000,50300000,72000000;CY000;2010;EL,EN;;;;;2010/07/30;;;;;78;2340;yes;no;no;;;;no;no;yes;;7500000;EUR;;;7500000;;;;;;;;;;;7;;;1;2;2010-01-01;2010-01-01;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;100;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_774047b27a9df5493ada198b52f4150397ac9a7ae6eb4a8840ac40a8a96f53d5;Department of Information Technology Services;;Nicosia;CY;1446;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;a03ecab3-b0af-4b94-a769-b2ff6ccea321;CY;;BELOW_THE_THRESHOLD;SUPPLIES;OPEN;;43134100;43134100,31110000;CY000;2010;;;;;2010/07/15;2010/05/14;;;;;;;no;no;no;;;;no;no;no;;4656.42;EUR;;;4656.42;148666.42;EUR;;;148666.42;;;;;;1;;;1;2;2010-01-01;2010-01-01;2010-01-01;2010-01-01;;100;100;100;100;;100;;;0;0;0;;75;;;;;;;100;;;100;;;100;0;100;100;0;100;100;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_5a1ab347c5f62179a47aa3a363216df7b43680407d3f860c658bcd4d69640aac;Τμήμα Κρατικών Αγορών και Προμηθειών;CY000;Λευκωσία;CY;2025;1;;;AWARDED;;;;;;;;;;4;;;;;;;;1;yes;no;;144010;EUR;;;144010;1;EU_body_ae68f3ae6ac6d749077a4d30bf074f550504066e86b8e6d2e06bb03024b3e434;Chr Mavromatis (Pumps) Ltd;;Λευκωσία;CY;
172;d817847b-7fd9-435c-970f-4e876a00d767;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33652000;33652000;CY000;2010;EL;;;;2010/08/27;2010/07/16;;;;;24;720;no;no;no;;;;no;no;yes;;2987000;EUR;;;2987000;2847800;EUR;;;2847800;;;;;;1;;;1;2;2010-01-01;2010-01-01;2010-01-01;2010-01-01;;100;100;100;100;;100;;;0;100;0;0;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_e6c20093b8aa3ea524a224888c86f2c0d3ec1e9eb2295806efd19649f698f3b4;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2101;1;;;AWARDED;;;;;;;;;;2;;;;;;;;1;yes;no;;2847800;EUR;;;2847800;1;EU_body_133ea06ff74df4adea705cbf9cb2f98ee1b60d2b852154bf6ffb7a5b7a0e5d15;Genesis Pharma (Cyprus) LTD;CY000;Λευκωσία;CY;2025
173;c2c3da66-0bb6-411f-9eca-88952d3ab506;CY;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;90511100;90511100;CY000;2010;EL;;;;;2011/01/14;;;;;24;720;no;no;no;;;;no;no;no;;220000;EUR;;;220000;;;;;;;;;;;1;;;1;1;2010-01-01;2010-01-01;;;;;100;50;100;;;;;0;0;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;REGIONAL_AUTHORITY;;EU_body_f321b837fc87c4dfa6f025416bac697df5aa14152880a95a5eeefe11a831252f;Κοινοτικό Συμβούλιο Κάτω Μονής;;Λευκωσία;CY;2776;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;1810cd78-c101-4a5e-9538-3519b8299dbb;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33140000;33140000;CY000;2010;EL;;;;;2010/05/07;;;;;24;720;no;no;no;;;;no;no;yes;;1250000;EUR;;;1250000;;;;;;;;;;;1;;;1;1;2010-01-01;2010-01-01;;;;;100;100;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,HEALTH;EU_body_b1e3b6aa29a4cf04c427a213edc2f35487b089191e6ef82b1b3351e402374366;Ιατρικές Υπηρεσίες και Υπηρεσίες Δημόσιας Υγείας;;Λευκωσία;CY;1449;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;0eeb4300-be2b-4f9c-a571-3e083b6c76e7;CY;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;50710000;50710000,50740000,50750000,50730000,50882000,90481000;CY000;2010;EL;;;;;2011/02/11;;;;;60;1800;no;no;no;;;;no;no;yes;;16000000;EUR;;;16000000;;;;;;;;;;;1;;;1;2;2010-01-01;2010-01-01;;;;;100;50;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_b4cf35ae0c398d51e39d45454bb8308fd321f9c2acdacdbd28a4de0fd614b1fe;Τμήμα Ηλεκτρομηχανολογικών Υπηρεσιών;;Λευκωσία;CY;1426;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;99829ac0-e04c-4a65-8348-30b45b5a86a8;CY;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33642000;33642000;CY000;2010;EL;;;;;2011/02/11;;;;;12;360;no;no;no;;;;no;no;yes;;184000;EUR;;;184000;;;;;;;;;;;1;;;1;2;2010-01-01;2010-01-01;;;;;100;50;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_e6c20093b8aa3ea524a224888c86f2c0d3ec1e9eb2295806efd19649f698f3b4;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2101;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;1c807589-6ce4-4d9e-be35-9c3e6a13a246;CY;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;73110000;73110000;CY000;2010;EL;;;;;2011/01/14;;;;;20;600;yes;no;no;;;;no;no;yes;;600000;EUR;;;600000;;;;;;;;;;;;;;1;2;2010-01-01;2010-01-01;;;;;100;50;100;;;;;0;100;0;0;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;NATIONAL_AUTHORITY;EDUCATION,RECREATION_CULTURE_AND_RELIGION;EU_body_8a56e5102473e7e3bf8667b930ffcd6f899329e184b5924f56295a9a0e610e8d;Υπουργείο Παιδείας και Πολιτισμού;;Λευκωσία;CY;1434;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
