tender_row_nr;tender_id;tender_country;tender_title;tender_size;tender_supplyType;tender_procedureType;tender_nationalProcedureType;tender_mainCpv;tender_cpvs;tender_addressOfImplementation_nuts;tender_year;tender_eligibleBidLanguages;tender_npwp_reasons;tender_awardDeadline;tender_contractSignatureDate;tender_awardDecisionDate;tender_bidDeadline;tender_cancellationDate;tender_estimatedStartDate;tender_estimatedCompletionDate;tender_estimatedDurationInYears;tender_estimatedDurationInMonths;tender_estimatedDurationInDays;tender_isEUFunded;tender_isDps;tender_isElectronicAuction;tender_isAwarded;tender_isCentralProcurement;tender_isJointProcurement;tender_isOnBehalfOf;tender_isFrameworkAgreement;tender_isCoveredByGpa;tender_hasLots;tender_estimatedPrice;tender_estimatedPrice_currency;tender_estimatedPrice_minNetAmount;tender_estimatedPrice_maxNetAmount;tender_estimatedPrice_EUR;tender_finalPrice;tender_finalPrice_currency;tender_finalPrice_minNetAmount;tender_finalPrice_maxNetAmount;tender_finalPrice_EUR;tender_description_length;tender_personalRequirements_length;tender_economicRequirements_length;tender_technicalRequirements_length;tender_documents_count;tender_awardCriteria_count;tender_corrections_count;tender_onBehalfOf_count;tender_lots_count;tender_publications_count;tender_publications_firstCallForTenderDate;tender_publications_lastCallForTenderDate;tender_publications_firstdContractAwardDate;tender_publications_lastContractAwardDate;tender_publications_lastContractAwardUrl;tender_indicator_INTEGRITY_SINGLE_BID;tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION;tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD;tender_indicator_INTEGRITY_PROCEDURE_TYPE;tender_indicator_INTEGRITY_DECISION_PERIOD;tender_indicator_INTEGRITY_TAX_HAVEN;tender_indicator_INTEGRITY_NEW_COMPANY;tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT;tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION;tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA;tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT;tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE;tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES;tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS;tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING;tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING;tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING;tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING;tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING;tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING;tender_indicator_TRANSPARENCY_MARKET_MISSING;tender_indicator_TRANSPARENCY_TITLE_MISSING;tender_indicator_TRANSPARENCY_VALUE_MISSING;tender_indicator_TRANSPARENCY_YEAR_MISSING;tender_indicator_INTEGRITY_WINNER_CA_SHARE;tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS;tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO;tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD;tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO;buyer_row_nr;buyer_buyerType;buyer_mainActivities;buyer_id;buyer_name;buyer_nuts;buyer_city;buyer_country;buyer_postcode;lot_row_nr;lot_title;lot_selectionMethod;lot_status;lot_contractSignatureDate;lot_cancellationDate;lot_isAwarded;lot_estimatedPrice;lot_estimatedPrice_currency;lot_estimatedPrice_minNetAmount;lot_estimatedPrice_maxNetAmount;lot_estimatedPrice_EUR;lot_lotNumber;lot_bidsCount;lot_validBidsCount;lot_smeBidsCount;lot_electronicBidsCount;lot_nonEuMemberStatesCompaniesBidsCount;lot_otherEuMemberStatesCompaniesBidsCount;lot_foreignCompaniesBidsCount;lot_description_length;bid_row_nr;bid_isWinning;bid_isSubcontracted;bid_isConsortium;bid_price;bid_price_currency;bid_price_minNetAmount;bid_price_maxNetAmount;bid_price_EUR;bidder_row_nr;bidder_id;bidder_name;bidder_nuts;bidder_city;bidder_country;bidder_postcode
10;50ec2ad2-cd6b-4849-85bb-f7cf14249393;MT;;;;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;NATIONAL_AUTHORITY;EDUCATION;EU_body_40ec89a4f3a9343c9a3a64365be8849805ad0a00c02921ca38ed9b720a2bc995;Ministry of Education & Employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;72c99efe-dc48-4a2c-bf16-8ac5f000ebd5;MT;Design, Supply, Deliver, Installation and Commissioning of Appliances and Ancillary Items and Provision of Related Services for the Mater Dei Hospital Oncology Centre;BELOW_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;39700000;39700000;;2013;EN;;;;;2013/04/23;;;;;;;yes;no;no;;;;no;no;yes;no;;;;;;;;;;;205;105;105;105;;1;;;1;2;2013-03-05;2013-03-05;2013-08-30;2013-08-30;http://ted.europa.eu/udl?uri=TED:NOTICE:291480-2013:TEXT:EN:HTML;0;100;100;100;100;100;;;0;100;0;100;83.3333;;;;;;;100;;;100;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH,ENVIRONMENT,GENERAL_PUBLIC_SERVICES;EU_body_cf4a83107ccaf096d8ea853c37c4ceac8e5abeb14e2f45896b51499dc2c86a30;Ministry of Health, the Elderly and Community Care;MT001;Valletta;MT;PTA 1010;1;;;AWARDED;;;;;;;;;;1;;;;;;;;1;yes;no;;85724.39;EUR;;;85724.39;1;EU_body_37497b14964c0248a69de423d8dbbf6135f836720ef854db5f43948de2d132cb;Homemate Company Ltd;MT001;Mriehel;MT;BKR 3000
12;52f9e31b-2d5d-4404-a728-ce5385d04cf1;MT;Tender for the provision of 11 saloon vehicles for the Malta Police Force.;;SUPPLIES;OPEN;pt_open;34100000;34100000,34111200,34110000,34114200;;2013;EN;;;;;2013/03/07;;;;;;49;yes;no;no;;;;no;no;yes;no;;;;;;;;;;;174;23;23;23;;1;;;1;1;2013-01-25;2013-01-25;;;;;100;50;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;PUBLIC_ORDER_AND_SAFETY,GENERAL_PUBLIC_SERVICES,OTHER;EU_body_efb3a4172e5f75e5bfba799bb181c85c19d0d806aa020f6c23dac7f80c91da87;Malta Police Force;MT001;Floriana;MT;FRN 1600;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;fe6607b1-fda0-4ca4-b171-5d5b99d37a96;MT;;;;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;NATIONAL_AUTHORITY;OTHER;EU_body_9dda7f18bcc7a629e556f70540b75a3c6fdd5c32ddf6b1d76ea97a5bbf46f018;Department of Contracts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;e87775ed-675d-4775-a0e2-1c4f8c447999;MT;;;;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;NATIONAL_AUTHORITY;OTHER;EU_body_15c188c794c814b0d7f916d34c76ba685012416d86c15208960f514941182e06;Central Procurement and Supplies Unit (MHEC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;13e5d51f-570a-477c-9a44-edf91542b685;MT;;;;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_27dedd7ab69aff87867a3c7d93122cd869ea877e3e6359b0321a28e8767cf71f;Government Pharmaceuticals Services;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;cd516b49-19d7-40c2-9ce6-e95112b14d12;MT;;;;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;NATIONAL_AUTHORITY;OTHER;EU_body_455f122e01fb08a7bd9d24ee75d309839592e1a442a86d56798d24c33cdb1a4f;Wasteserv Malta Ltd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;41966c18-a342-4547-b85f-e452d69b7074;MT;;;;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_0637f7224e2a772cc6b94798ca31d7113823c8083fd168b1baf6f6f6b94ee00c;Central Procurement and Supplies Unit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;30eb52d9-ccf1-49bd-ba37-c7f4221abcc9;MT;;;;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;PUBLIC_BODY;GENERAL_PUBLIC_SERVICES;EU_body_238590f8bc5c682eb00ef8640563c7ceba288f811480e1e6401e734782aa9df3;Department of Contracts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;c2815b4e-c4bc-4152-b3e1-04db0c52a1f0;MT;;;;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;NATIONAL_AUTHORITY;OTHER;EU_body_db8bd14d7d74ef8373b269b9e50346171aa390884871e6f6759516ba7bc21985;The Grand Harbour Regeneration Corporation plc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;e5c5ac9a-1c5b-4ee6-8eff-468982f42111;MT;;;;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;NATIONAL_AUTHORITY;OTHER;EU_body_4f17b49ac2e4b0b811796db560186664eed28cff7444511e88534691cea131e4;Department of Contracts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;cd57ec38-f570-4999-89b1-cf1230975313;MT;;;;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_9b096b40c636099c1465bf1a5de50b407d56cacd37c303bbcdae1cfabf0679d8;Government pharmaceuticals services;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;71eb4461-31c5-43cd-968f-81ef44385a30;MT;Tender for the construction of a rainwater reservoir and service culvert at Maghtab and a rainwater reservoir at Qortin using environmental friendly construction materials and products.;;WORKS;OPEN;pt_open;45247270;45247270,45221220;;2013;;;;;;2013/11/28;;;;;;;yes;no;no;;;;no;no;yes;yes;;;;;;;;;;;185;23;47;47;;1;;;2;1;2013-10-19;2013-10-19;;;;;100;50;100;;;;;0;100;0;;;;;;;;;;;;0;;;;0;;100;0;;100;;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,HEALTH,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,DEFENCE,RECREATION_CULTURE_AND_RELIGION,HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,WATER,ELECTRICITY,GAS_AND_HEAT_PRODUCTION;EU_body_c027c18b11cc1957386e7a659059e7af137fccb611b51f25f4d23e61519c4825;Department of Contracts;MT;Floriana;MT;FRN 1600;1;Construction of a rain water reservoir and service culvert at the Maghtab Complex;;ANNOUNCED;;;;;;;;;1;;;;;;;;23;;;;;;;;;;;;;;;;
22;71eb4461-31c5-43cd-968f-81ef44385a30;MT;Tender for the construction of a rainwater reservoir and service culvert at Maghtab and a rainwater reservoir at Qortin using environmental friendly construction materials and products.;;WORKS;OPEN;pt_open;45247270;45247270,45221220;;2013;;;;;;2013/11/28;;;;;;;yes;no;no;;;;no;no;yes;yes;;;;;;;;;;;185;23;47;47;;1;;;2;1;2013-10-19;2013-10-19;;;;;100;50;100;;;;;0;100;0;;;;;;;;;;;;0;;;;0;;100;0;;100;;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,HEALTH,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,DEFENCE,RECREATION_CULTURE_AND_RELIGION,HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,WATER,ELECTRICITY,GAS_AND_HEAT_PRODUCTION;EU_body_c027c18b11cc1957386e7a659059e7af137fccb611b51f25f4d23e61519c4825;Department of Contracts;MT;Floriana;MT;FRN 1600;2;Construction of a rain water reservoir at Qortin Rehabilitated Landfill;;ANNOUNCED;;;;;;;;;2;;;;;;;;23;;;;;;;;;;;;;;;;
