tender_row_nr;tender_id;tender_country;tender_title;tender_size;tender_supplyType;tender_procedureType;tender_nationalProcedureType;tender_mainCpv;tender_cpvs;tender_addressOfImplementation_nuts;tender_year;tender_eligibleBidLanguages;tender_npwp_reasons;tender_awardDeadline;tender_contractSignatureDate;tender_awardDecisionDate;tender_bidDeadline;tender_cancellationDate;tender_estimatedStartDate;tender_estimatedCompletionDate;tender_estimatedDurationInYears;tender_estimatedDurationInMonths;tender_estimatedDurationInDays;tender_isEUFunded;tender_isDps;tender_isElectronicAuction;tender_isAwarded;tender_isCentralProcurement;tender_isJointProcurement;tender_isOnBehalfOf;tender_isFrameworkAgreement;tender_isCoveredByGpa;tender_hasLots;tender_estimatedPrice;tender_estimatedPrice_currency;tender_estimatedPrice_minNetAmount;tender_estimatedPrice_maxNetAmount;tender_estimatedPrice_EUR;tender_finalPrice;tender_finalPrice_currency;tender_finalPrice_minNetAmount;tender_finalPrice_maxNetAmount;tender_finalPrice_EUR;tender_description_length;tender_personalRequirements_length;tender_economicRequirements_length;tender_technicalRequirements_length;tender_documents_count;tender_awardCriteria_count;tender_corrections_count;tender_onBehalfOf_count;tender_lots_count;tender_publications_count;tender_publications_firstCallForTenderDate;tender_publications_lastCallForTenderDate;tender_publications_firstdContractAwardDate;tender_publications_lastContractAwardDate;tender_publications_lastContractAwardUrl;tender_indicator_INTEGRITY_SINGLE_BID;tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION;tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD;tender_indicator_INTEGRITY_PROCEDURE_TYPE;tender_indicator_INTEGRITY_DECISION_PERIOD;tender_indicator_INTEGRITY_TAX_HAVEN;tender_indicator_INTEGRITY_NEW_COMPANY;tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT;tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION;tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA;tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT;tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE;tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES;tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS;tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING;tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING;tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING;tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING;tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING;tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING;tender_indicator_TRANSPARENCY_MARKET_MISSING;tender_indicator_TRANSPARENCY_TITLE_MISSING;tender_indicator_TRANSPARENCY_VALUE_MISSING;tender_indicator_TRANSPARENCY_YEAR_MISSING;tender_indicator_INTEGRITY_WINNER_CA_SHARE;tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS;tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO;tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD;tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO;buyer_row_nr;buyer_buyerType;buyer_mainActivities;buyer_id;buyer_name;buyer_nuts;buyer_city;buyer_country;buyer_postcode;lot_row_nr;lot_title;lot_selectionMethod;lot_status;lot_contractSignatureDate;lot_cancellationDate;lot_isAwarded;lot_estimatedPrice;lot_estimatedPrice_currency;lot_estimatedPrice_minNetAmount;lot_estimatedPrice_maxNetAmount;lot_estimatedPrice_EUR;lot_lotNumber;lot_bidsCount;lot_validBidsCount;lot_smeBidsCount;lot_electronicBidsCount;lot_nonEuMemberStatesCompaniesBidsCount;lot_otherEuMemberStatesCompaniesBidsCount;lot_foreignCompaniesBidsCount;lot_description_length;bid_row_nr;bid_isWinning;bid_isSubcontracted;bid_isConsortium;bid_price;bid_price_currency;bid_price_minNetAmount;bid_price_maxNetAmount;bid_price_EUR;bidder_row_nr;bidder_id;bidder_name;bidder_nuts;bidder_city;bidder_country;bidder_postcode
100;cb8830a8-e261-465e-85bb-3ec2237a49db;MT;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33610000;24410000,33610000;MT001;2009;EN;;;;2009/09/16;2008/09/02;;;;;36;1080;no;no;no;;;;no;no;yes;;879507.94;EUR;;;879507.94;730849.3;EUR;;;730849.3;;;;;;;;;1;2;2008-01-01;2008-01-01;2010-01-01;2010-01-01;;0;100;100;100;;100;;;0;100;0;100;81.8182;;;;;;;100;;;100;;;100;100;0;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_f5b22e3464adf1e5fd666d5b5ab6eaf6a1faf22b24d0a292e849d9a03af0ce7d;Government Pharmaceuticals Services;MT001;Gwardamangia;MT;PTA 1010;1;;;AWARDED;;;;;;;;;;1;;;;;;;;1;yes;no;;730849.3;EUR;;;730849.3;1;EU_body_510ee136e1e5b4e06a362de93bc7b611ea7de76bd36cd6f10fc6c977a22299fb;V J Salomone Pharma Ltd;;Marsa;MT;MRS 1606
101;c61d94bd-6f98-46d4-86ff-a8728cd9a59f;MT;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;39162000;39162000;MT0;2009;EN;;;;2010/04/16;2009/08/25;;;;;1;30;yes;no;no;;;;no;no;yes;;453833;EUR;;;453833;1198384.13;EUR;;;1198384.13;;;;;;1;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;100;100;100;100;;100;;;0;100;0;100;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;EDUCATION;EU_body_3cc6dfd5cef1f1a722fc87bc5eea8cfe61f57a5cb95e53e373929f983e2a5cb8;Directorate for Quality and Standards in Education;;Floriana;MT;VLT 2000;1;;;AWARDED;;;;;;;;;;10;;;;;;;;1;yes;no;;259402.53;EUR;;;259402.53;1;EU_body_622f86ca71c718edc680ad4c5880743437b3b3e25fd888789ea1dcd093074d83;FGL Information Technology Ltd;;Mriehel;MT;
102;ffd67eb5-df1a-497e-9ab3-22e8a06d9c99;MT;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;73110000;73110000,79315000;MT001;2009;EN;;;;2010/07/06;2009/12/15;;;;;;;yes;no;no;;;;no;no;yes;;235000;EUR;;;235000;210000;EUR;;;210000;;;;;;3;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;100;100;50;100;;100;;;0;100;0;100;64.2857;;;;;;;100;;;100;;;100;100;100;100;0;100;100;100;1;NATIONAL_AUTHORITY;OTHER;EU_body_b16e63de851661b710b22aee08dffd3a0b2f694a6de4669a6dfadc1eb4c523c4;National Commission for the Promotion of Equality (NCPE);;Blata L-Bajda;MT;HMR 9010;1;;;AWARDED;;;;;;;;;;4;;;;;;;;1;yes;no;;210000;EUR;;;210000;1;EU_body_98820275c056fa39dee52ff0d1c81a9626500087d81867d8d6f2ec55c45b1058;M Fsadni & Associates and Outlook Coop;;Mosta;MT;MST 9055
103;6b45e2bd-c623-41ab-b876-199f0ab122a0;MT;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33652300;33652300;MT001;2009;MT,EN;;;;2009/06/02;2008/12/16;;;;;36;1080;no;no;no;;;;no;no;yes;;288539.4;EUR;;;288539.4;231671.94;EUR;;;231671.94;;;;;;1;;;1;2;2008-01-01;2008-01-01;2010-01-01;2010-01-01;;0;100;50;100;;100;;;0;100;0;100;66.6667;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_f5b22e3464adf1e5fd666d5b5ab6eaf6a1faf22b24d0a292e849d9a03af0ce7d;Government Pharmaceuticals Services;MT001;Gwardamangia;MT;PTA 1010;1;;;AWARDED;;;;;;;;;;1;;;;;;;;1;yes;no;;231671.94;EUR;;;231671.94;1;EU_body_510ee136e1e5b4e06a362de93bc7b611ea7de76bd36cd6f10fc6c977a22299fb;V J Salomone Pharma Ltd;;Marsa;MT;MRS 1606
104;64622905-d52b-4b03-8a38-8fc8dabbda37;MT;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33652100;33652100,24452100;MT001;2009;EN,MT;;;;2008/05/22;2007/12/11;;;;;12;360;no;no;no;;;;no;no;yes;;178895;EUR;;;178895;91426;EUR;;;91426;;;;;;1;;;1;3;2007-01-01;2007-01-01;2008-01-01;2009-01-01;;100;100;50;100;;100;;;0;100;0;100;66.6667;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,WATER,HEALTH;EU_body_0cc3820f9e18492aadaf56cc94f8940102e027516b5b626d549b0ae1b39803b1;Department of Contracts;MT001;Floriana;MT;FRN 1600;1;;;AWARDED;;;;;;;;;;2;;;;;;;;1;yes;no;;91426;EUR;;;91426;1;EU_body_89ac7c574055ffe19882764e7a8150e31ba4fa370e7164d8dbd334917618939d;Charles De Giorgio Ltd;;Birkirkara;MT;BKR 1114
105;45d76ee1-113c-4ece-b580-7816de62b7d2;MT;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;38433100;38433100;MT001;2009;EN;;;;2010/06/11;2009/10/06;;;;;4;120;yes;no;no;;;;no;no;yes;;211864.4;EUR;;;211864.4;210000;EUR;;;210000;;;;;;1;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;100;100;50;100;;100;;;0;100;0;100;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;EDUCATION,GENERAL_PUBLIC_SERVICES,PUBLIC_ORDER_AND_SAFETY;EU_body_f27365caf10e0043a1bcbc2616a90e0da685c04d86de7b9c69b659c8cc57ee3c;University of Malta;MT001;Msida;MT;MSD 2080;1;;;AWARDED;;;;;;;;;;2;;;;;;;;1;yes;no;;210000;EUR;;;210000;1;EU_body_29f04b55eb014769084452ff24d0fa93b61ac9752e3725f69498cb56884ffd66;Evolve Ltd;;Marsa;MT;
106;e67ea4ab-19c2-459d-8352-1475595c7cd9;MT;;BELOW_THE_THRESHOLD;SERVICES;OPEN;;71220000;71220000,71221000,71222000;MT001;2009;EN;;;;2009/10/13;2009/03/17;;;;;48;1440;yes;no;no;;;;no;no;no;;99000;EUR;;;99000;88000;EUR;;;88000;;;;;;3;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;100;100;100;100;;100;;;0;0;0;100;64.2857;;;;;;;100;;;100;;;100;100;100;100;0;100;100;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,OTHER;EU_body_122ff2db5b75e4485740096d507cd18cedf7d971760d7cbcd646654bec68efd5;Heritage Malta;;Valletta;MT;VLT 1175;1;LA CT2040/2008.;;AWARDED;;;;;;;;;2;6;;;;;;;;1;yes;no;;88000;EUR;;;88000;1;EU_body_63d0ae616df38f5b408f4274e1906fef7711aba1738bb4f59ff1ea6d0229a1ac;De Micoli & Associates;MT001;St. Julians;MT;STJ 4011
107;43947c69-79b8-4980-a8c4-0151a3fd3880;MT;;;SUPPLIES;OPEN;;15540000;15540000,15545000,15544000;MT001;2009;EN;;;;;2009/03/17;;;;;12;360;no;no;no;;;;no;no;no;;;;;;;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;100;100;;;;;0;0;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_c87e08deb80e727f04db141ba27216b59cbb73595bd22bed265692e344054134;Healthcare Services Division;MT001;Gwardamangia;MT;PTA 1010;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;fcb10357-4dab-495f-a294-b41832be0607;MT;;;SUPPLIES;OPEN;;33661100;33661100;MT001;2009;MT,EN;;;;;2009/09/15;;;;;36;1080;no;no;no;;;;no;no;yes;;;;;;;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;50;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_f5b22e3464adf1e5fd666d5b5ab6eaf6a1faf22b24d0a292e849d9a03af0ce7d;Government Pharmaceuticals Services;MT001;Gwardamangia;MT;PTA 1010;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;d8e03b3c-62dd-41c4-b356-edbde5c3eb34;MT;;;SUPPLIES;OPEN;;18424300;18424300;MT001;2009;MT,EN;;;;;2009/06/30;;;;;36;1080;no;no;no;;;;no;no;yes;;;;;;;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_f5b22e3464adf1e5fd666d5b5ab6eaf6a1faf22b24d0a292e849d9a03af0ce7d;Government Pharmaceuticals Services;MT001;Gwardamangia;MT;PTA 1010;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;73e614ed-4ef9-446f-92df-26e370920ee6;MT;;;SUPPLIES;OPEN;;39715210;39715210,39715300;MT001;2009;EN;;;;;2010/02/16;;;;;2;60;no;no;no;;;;no;no;no;;;;;;;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;50;100;;;;;0;0;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_8b736f33010f1af402b35fcd5913c96854976c98926dac7d5c4fa55e6c45a621;Health Division;;Valletta;MT;;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;6c7e587e-518e-41a5-bed1-728638efe05d;MT;;;SUPPLIES;OPEN;;33631400;33631400;MT001;2009;MT,EN;;;;;2009/04/28;;;;;36;1080;no;no;no;;;;no;no;yes;;;;;;;;;;;;;;;;;;;;1;1;2009-01-01;2009-01-01;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_f5b22e3464adf1e5fd666d5b5ab6eaf6a1faf22b24d0a292e849d9a03af0ce7d;Government Pharmaceuticals Services;MT001;Gwardamangia;MT;PTA 1010;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;35389deb-d9fa-45af-9607-d3be71c2851f;MT;;;SERVICES;RESTRICTED;;60112000;60112000,63712400;MT001;2009;EN;;;;;2009/09/15;;;;;120;3600;no;no;no;;;;no;no;no;;;;;;;;;;;;;;;;;;;;1;1;2009-01-01;2009-01-01;;;;;100;50;50;;;;;0;0;0;100;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,OTHER;EU_body_7da1c66aacd6fea2cc53765d635e265276fc1481f9113659450fb71f45cb92ee;Malta Transport Authority;;Floriana;MT;FRN 1613;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;7fcac7e6-9420-43d1-a342-dd1b6f9d768d;MT;;BELOW_THE_THRESHOLD;SERVICES;OPEN;;90511000;90511000;MT001;2009;EN;;;;;2010/01/18;;;;;48;1440;no;no;no;;;;no;no;yes;;212000;EUR;;;212000;;;;;;;;;;;;;;1;1;2009-01-01;2009-01-01;;;;;100;50;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;OTHER;GENERAL_PUBLIC_SERVICES;EU_body_3ff412aba88f1994480fb8fff8722b04537c057bb552a9f87851f2590cf294d6;Pieta' Local Council;;Pietà;MT;PTA 1550;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;3728a25c-76bc-401b-a6b6-6e4234c6408f;MT;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33651400;24451400,33651400;MT001;2009;MT,EN;;;;2009/01/12;2008/09/11;;;;;36;1080;no;no;no;;;;no;no;yes;;875620;EUR;;;875620;535236;EUR;;;535236;;;;;;1;;;1;2;2008-01-01;2008-01-01;2010-01-01;2010-01-01;;0;100;50;100;;100;;;0;100;0;100;66.6667;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_f5b22e3464adf1e5fd666d5b5ab6eaf6a1faf22b24d0a292e849d9a03af0ce7d;Government Pharmaceuticals Services;MT001;Gwardamangia;MT;PTA 1010;1;;;AWARDED;;;;;;;;;;1;;;;;;;;1;yes;no;;535236;EUR;;;535236;1;EU_body_242c8178c5c17a1e81bd74844663b8a8492381e9dab74d7de84f910df332f39d;Alfred Gera & Sons Ltd;;Qormi;MT;QRM 3217
115;3073f570-9344-44b0-8780-9dbd3b3d99ec;MT;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33000000;33000000;MT001;2009;EN;;;;2010/08/31;2009/09/10;;;;;3;90;yes;no;no;;;;no;no;yes;;376271.2;EUR;;;376271.2;376271.16;EUR;;;376271.16;;;;;;1;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;100;100;100;100;;100;;;0;100;0;100;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;EDUCATION,GENERAL_PUBLIC_SERVICES,PUBLIC_ORDER_AND_SAFETY;EU_body_f27365caf10e0043a1bcbc2616a90e0da685c04d86de7b9c69b659c8cc57ee3c;University of Malta;MT001;Msida;MT;MSD 2080;1;;;AWARDED;;;;;;;;;;6;;;;;;;;1;yes;no;;226271.17;EUR;;;226271.17;1;EU_body_6cd9361e5be5892b649a8247a8c47d5dd969a13447b14f9f315896a2981bf412;Nikon instruments SpA;ITI14;Calenzano;IT;50041
116;bd5d1d49-9d9d-4502-a61f-f7cde1b5ab00;MT;;BELOW_THE_THRESHOLD;SUPPLIES;OPEN;;33641300;33641300;MT001;2009;MT,EN;;;;2009/08/04;2009/02/12;;;;;36;1080;no;no;no;;;;no;no;yes;;129568.11;EUR;;;129568.11;150975.72;EUR;;;150975.72;;;;;;;;;1;2;2008-01-01;2008-01-01;2010-01-01;2010-01-01;;0;100;50;100;;100;;;0;100;0;100;81.8182;;;;;;;100;;;100;;;100;100;0;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_f5b22e3464adf1e5fd666d5b5ab6eaf6a1faf22b24d0a292e849d9a03af0ce7d;Government Pharmaceuticals Services;MT001;Gwardamangia;MT;PTA 1010;1;;;AWARDED;;;;;;;;;;1;;;;;;;;1;yes;no;;150975.72;EUR;;;150975.72;1;EU_body_29c643dfede2c7ea45d6bd8781a781beba9496aa0bba03a5d0ec8f340eb53d7d;Cherubino Ltd;;Gzira;MT;GZR 1637
117;a2f6e8ab-f8b5-4c29-9c6f-a5c36e6e2fc8;MT;;ABOVE_THE_THRESHOLD;WORKS;OPEN;;45244000;45244000,45453100,45262300;MT001;2009;EN;;;;2010/05/14;2009/09/29;;;;;24;720;yes;no;no;;;;no;no;yes;;12000000;EUR;;;12000000;9320126;EUR;;;9320126;;;;;;1;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;100;100;50;100;;100;;;0;100;0;100;66.6667;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;OTHER;EU_body_5c9e67527ce060ed36f759981ecb81fe6e16cefffcc4f698abb671014c4918cf;Transport Malta (Malta Maritime Authority);;Marsa;MT;;1;;;AWARDED;;;;;;;;;;4;;;;;;;;1;yes;no;;9320126;EUR;;;9320126;1;EU_body_de52533bb427cfa5de920d2af026772c2c18afdc39377a6323328beb1f672fdf;Polidano Brothers Ltd;;Luqa;MT;
118;30e33d32-5b67-4ff3-8216-f63ef1104cb4;MT;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;31321100;28421100,31321100,31320000;MT001;2009;EN;;;;2009/12/02;2008/07/29;;;;;12;360;no;no;no;;;;no;no;yes;;;;;;;1842509.62;EUR;;;1842509.62;;;;;;1;;;1;3;2008-01-01;2008-01-01;2010-01-01;2010-01-01;;100;100;100;100;;100;;;0;100;0;100;72.7273;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;PUBLIC_BODY;ELECTRICITY;EU_body_ec382185ccf059f88d2c2792cef00dfa684f641fca52b666c510690a4f2377ca;Enemalta Corporation;;Marsa;MT;MRS 1000;1;;;AWARDED;;;;;;;;;;8;;;;;;;;1;yes;no;;1343211.13;EUR;;;1343211.13;1;EU_body_e5783f01bef819908a8e5309a63e3c31bb9e3404969fd21f51d736fed88a250a;CCC GmbH Berlin;DE300;Berlin;DE;10829
119;9bf41413-c8bb-404f-9215-5c384166e12e;MT;;ABOVE_THE_THRESHOLD;SUPPLIES;NEGOTIATED_WITH_PUBLICATION;;40100000;40100000,45251140,45251100,65410000,09310000;MT001;2009;EN;;;;2009/05/26;2007/02/20;;;;;5;150;no;no;no;;;;no;no;yes;;;;;;;182950000;EUR;;;182950000;;;;;;;;;1;2;2006-01-01;2006-01-01;2009-01-01;2009-01-01;;100;100;50;50;;100;;;0;100;0;100;72.7273;;;;;;;100;;;100;;;100;100;0;100;0;100;100;100;1;PUBLIC_BODY;ELECTRICITY;EU_body_e0cf0a2daca55d86245c837c291a681ae1f0220525f44376fcfebd00718bfcbf;Enemalta Corporation;;Marsa;MT;MRS 1000;1;;;AWARDED;;;;;;;;;;4;;;;;;;;1;yes;no;;182950000;EUR;;;182950000;1;EU_body_aa6cb3f20d91ac7a166f8cfceec1165a4c9702998330d17de350d4671f4f1459;Burmeister & Wain Scandinavian Contractor A/S;DK013;Allerød;DK;3450
120;c7a1b463-2eb4-4d82-90be-b2b3e5f3b2d8;MT;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;71248000;71248000,71244000,71324000,71500000,71520000,71521000,71530000,71540000,71541000;MT002;2009;EN;;;;2009/10/09;2009/04/02;;;;;18;540;yes;no;no;;;;no;no;yes;;179361;EUR;;;179361;149200;EUR;;;149200;;;;;;3;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;100;100;100;100;;100;;;0;100;0;100;64.2857;;;;;;;100;;;100;;;100;100;100;100;0;100;100;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_eaf382da872f36925d1b2b7fd6078290315ac5153dd266341fff085b2c1e015a;Ministry for Gozo;;Victoria - Gozo;MT;VCT 2000;1;;;AWARDED;;;;;;;;;;6;;;;;;;;1;yes;no;;149200;EUR;;;149200;1;EU_body_bcb1e75ad248a24e8dccc44b3dba457e92a63bee8168e3356d8557f5de18f3f7;S&A Quality Assurance Surveyors Ltd.;;Gzira;MT;GZR 06
121;c5fcc7bc-321e-4381-a84b-b82d5f48b917;MT;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33192100;33192100;MT001;2009;EN;;;;2009/09/11;2009/01/13;;;;;24;720;no;no;no;;;;no;no;no;;735000;EUR;;;735000;1044234.94;EUR;;;1044234.94;;;;;;1;;;1;2;2008-01-01;2008-01-01;2010-01-01;2010-01-01;;100;100;50;100;;100;;;0;0;0;100;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH,SOCIAL_PROTECTION,OTHER;EU_body_2b7874a25959add3c0bf37c4906ae90c9663ff8ff118d472d9d0f4add15012d3;Welfare Committee,;MT001;Santa Venera;MT;FRN 1600;1;;;AWARDED;;;;;;;;;;9;;;;;;;;1;yes;no;;1044234.94;EUR;;;1044234.94;1;EU_body_a28890302d4a5b70015d685bb779162e1ea59b9a99fc283435087beb32486ea5;Technoline Ltd;MT001;Gzira;MT;GZR 1703
122;b64cfb8c-4a2b-4851-b840-5842e5cb285e;MT;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;79610000;19630000,79610000;MT001;2009;EN;;;;2010/06/25;2009/09/29;;;;;12;360;no;no;no;;;;no;no;no;;1694915.25;EUR;;;1694915.25;2012711.86;EUR;;;2012711.86;;;;;;1;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;100;100;50;100;;100;;;0;0;0;100;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,OTHER;EU_body_b8195bdf9f942ecd67f467b6b98a3165455aa24a282f4339d10165e64ac2b589;WasteServ Malta Ltd;;Santa Venera;MT;SVR 9022;1;;;AWARDED;;;;;;;;;;2;;;;;;;;1;yes;no;;2012711.86;EUR;;;2012711.86;1;EU_body_d2f2d756bd790e9105e8b79b62afc9fe46bb755949f3c626a69a55f32450034f;J.F. Security & Consultancy Services Ltd;MT001;Birkirkara;MT;BKR 1732
123;fa4be4ec-48de-4d0b-a223-5a08a36ebf14;MT;;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;;33000000;33000000;MT001;2009;MT,EN;;;;2010/06/21;2009/10/22;;;;;36;1080;no;no;no;;;;no;no;yes;;173941;EUR;;;173941;173318.4;EUR;;;173318.4;;;;;;1;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;0;100;50;100;;100;;;0;100;0;100;83.3333;;;;;;;100;;;100;;;100;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_f5b22e3464adf1e5fd666d5b5ab6eaf6a1faf22b24d0a292e849d9a03af0ce7d;Government Pharmaceuticals Services;MT001;Gwardamangia;MT;PTA 1010;1;;;AWARDED;;;;;;;;;;1;;;;;;;;1;yes;no;;173318.4;EUR;;;173318.4;1;EU_body_ee6452acc78a7ec4325f6cf962bcf62a0316ecd749c5a76d83abc5e38c88da30;ATG Co Ltd;;San Gwann;MT;SGN 01
124;2e6743de-412d-41cc-ad05-7025630b12f1;MT;;;SUPPLIES;OPEN;;33652200;33652200;MT001;2009;MT,EN;;;;;2009/09/15;;;;;36;1080;no;no;no;;;;no;no;yes;;;;;;;;;;;;;;;;;1;;;1;1;2009-01-01;2009-01-01;;;;;100;50;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_f5b22e3464adf1e5fd666d5b5ab6eaf6a1faf22b24d0a292e849d9a03af0ce7d;Government Pharmaceuticals Services;MT001;Gwardamangia;MT;PTA 1010;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;12cfd821-5e45-471e-9670-23867d2ccfbe;MT;;ABOVE_THE_THRESHOLD;SERVICES;OPEN;;71313400;71313400,71313440;MT001;2009;EN;;;;2010/07/20;2010/02/09;;;;;24;720;yes;no;no;;;;no;no;no;;370000;EUR;;;370000;295000;EUR;;;295000;;;;;;9;;;1;2;2009-01-01;2009-01-01;2010-01-01;2010-01-01;;100;100;50;100;;100;;;0;0;0;100;45;;;;;;;100;;;100;;;100;100;100;100;0;100;100;100;1;NATIONAL_AUTHORITY;OTHER;EU_body_1c8b9a85cd434ee5050c01e77d6d839b71f84c1ec3308df6d6d42efbc732fd0b;Works Division;MT001;Floriana;MT;FRN 1700;1;;;AWARDED;;;;;;;;;;3;;;;;;;;1;yes;no;;295000;EUR;;;295000;1;EU_body_13940c3affcfae4a0295caa3e171dc073bfd842882a4b190a8695695cb5afbc8;AIS Environmental Ltd;;Fgura;MT;
